n,score,baseline,improvement,source
84,0.1741741071,0.3682999188,0.1941258116,ReverseGreedy
83,0.1762725904,0.3716479033,0.1953753129,ReverseGreedy
82,0.1784222561,0.3649380357,0.1865157796,ReverseGreedy
81,0.1806250000,0.3694005665,0.1887755665,ReverseGreedy
80,0.3699337732,0.3699337732,0.0000000000,Baseline_CollisionFallback
79,0.1851977848,0.3703417560,0.1851439712,ReverseGreedy
78,0.1875721154,0.3677001936,0.1801280782,ReverseGreedy
77,0.1900081169,0.3685713291,0.1785632122,ReverseGreedy
76,0.1801315789,0.3726340707,0.1925024918,ReverseGreedy
75,0.1825333333,0.3678507389,0.1853174055,ReverseGreedy
74,0.1850000000,0.3705862548,0.1855862548,ReverseGreedy
73,0.1851483172,0.3725547291,0.1874064119,ReverseGreedy
72,0.1775086806,0.3692447767,0.1917360961,ReverseGreedy
71,0.1800088028,0.3705846019,0.1905757991,ReverseGreedy
70,0.3719310890,0.3719310890,0.0000000000,Baseline_CollisionFallback
69,0.1852264493,0.3675060350,0.1822795858,ReverseGreedy
68,0.1853308824,0.3701408987,0.1848100164,ReverseGreedy
67,0.1880970149,0.3670319378,0.1789349229,ReverseGreedy
66,0.1909469697,0.3659079709,0.1749610012,ReverseGreedy
65,0.1938846154,0.3713519656,0.1774673503,ReverseGreedy
64,0.1969140625,0.3560701538,0.1591560913,ReverseGreedy
63,0.2000396825,0.3616235073,0.1615838248,ReverseGreedy
62,0.2032661290,0.3660641377,0.1627980087,ReverseGreedy
61,0.2065983607,0.3717769104,0.1651785498,ReverseGreedy
60,0.3704528989,0.3704528989,0.0000000000,Baseline_CollisionFallback
59,0.2110373904,0.3698287739,0.1587913834,ReverseGreedy
58,0.2052155172,0.3712460795,0.1660305622,ReverseGreedy
57,0.2088157895,0.3699974599,0.1611816705,ReverseGreedy
56,0.1974218750,0.3748221898,0.1774003148,ReverseGreedy
55,0.2010113636,0.3674218645,0.1664105009,ReverseGreedy
54,0.2047337963,0.3741367556,0.1694029593,ReverseGreedy
53,0.1932075472,0.3643853959,0.1711778488,ReverseGreedy
52,0.1969230769,0.3689388115,0.1720157345,ReverseGreedy
51,0.1854044118,0.3709942370,0.1855898253,ReverseGreedy
50,0.3719348992,0.3719348992,0.0000000000,Baseline_CollisionFallback
49,0.1929719388,0.3708878050,0.1779158663,ReverseGreedy
48,0.1969921875,0.3748233261,0.1778311386,ReverseGreedy
47,0.2011835106,0.3749407707,0.1737572600,ReverseGreedy
46,0.1891847826,0.3686775531,0.1794927704,ReverseGreedy
45,0.1933888889,0.3669882564,0.1735993675,ReverseGreedy
44,0.1977840909,0.3714519805,0.1736678896,ReverseGreedy
43,0.1855959302,0.3753072818,0.1897113516,ReverseGreedy
42,0.1900148810,0.3704343512,0.1804194703,ReverseGreedy
41,0.1912195122,0.3719806894,0.1807611772,ReverseGreedy
40,0.3739607707,0.3739607707,0.0000000000,Baseline_CollisionFallback
39,0.2010256410,0.3637081259,0.1626824849,ReverseGreedy
38,0.2063157895,0.3729565589,0.1666407694,ReverseGreedy
37,0.2118918919,0.3715851438,0.1596932519,ReverseGreedy
36,0.2177777778,0.3660364123,0.1482586345,ReverseGreedy
35,0.2240000000,0.3759926142,0.1519926142,ReverseGreedy
34,0.2305882353,0.3721556279,0.1415673926,ReverseGreedy
33,0.2209090909,0.3728403224,0.1519312315,ReverseGreedy
32,0.2278125000,0.3677277542,0.1399152542,ReverseGreedy
31,0.2265322581,0.3731378474,0.1466055894,ReverseGreedy
30,0.3754778375,0.3754778375,0.0000000000,Baseline_CollisionFallback
29,0.2421551724,0.3777866759,0.1356315035,ReverseGreedy
28,0.2508035714,0.3744493646,0.1236457932,ReverseGreedy
27,0.2455787037,0.3782762526,0.1326975489,ReverseGreedy
26,0.2550240385,0.3766672572,0.1216432188,ReverseGreedy
25,0.2652250000,0.3732250511,0.1080000511,ReverseGreedy
24,0.2676353594,0.3672239750,0.0995886155,ReverseGreedy
23,0.2609782609,0.3704166759,0.1094384150,ReverseGreedy
22,0.2457102273,0.3803996226,0.1346893953,ReverseGreedy
21,0.2574107143,0.3783641672,0.1209534529,ReverseGreedy
20,0.3787660579,0.3787660579,0.0000000000,Baseline_CollisionFallback
19,0.2547368421,0.3792516334,0.1245147913,ReverseGreedy
18,0.2688888889,0.3712060300,0.1023171412,ReverseGreedy
17,0.2532720588,0.3708763192,0.1176042603,ReverseGreedy
16,0.2376562500,0.3802805791,0.1426243291,ReverseGreedy
15,0.2535000000,0.3799590388,0.1264590388,ReverseGreedy
14,0.2578571429,0.3823127409,0.1244555980,ReverseGreedy
13,0.2776923077,0.3733336266,0.0956413189,ReverseGreedy
12,0.3008333333,0.3752775834,0.0744442501,ReverseGreedy
11,0.3281818182,0.3770464197,0.0488646016,ReverseGreedy
10,0.3819101712,0.3819101712,0.0000000000,Baseline_CollisionFallback
9,0.3402777778,0.3875620820,0.0472843042,ReverseGreedy
8,0.3100781250,0.3904162341,0.0803381091,ReverseGreedy
7,0.3003571429,0.4002258778,0.0998687349,ReverseGreedy
6,0.2926041667,0.4000359614,0.1074317947,ReverseGreedy
5,0.2880000000,0.4170647740,0.1290647740,ReverseGreedy
4,0.3306250000,0.4166348601,0.0860098601,ReverseGreedy
3,0.4347454758,0.4347454758,0.0000000000,Baseline
2,0.4507793585,0.4507793585,0.0000000000,Baseline
1,0.6612500000,0.6612500000,0.0000000000,Baseline
